project_id,project_name,client_name,start_date,end_date,status,region,industry,description
505,Project Orion Upgrade,Visa,2023-01-23,2023-04-19,On Track,North America,Healthcare,Upgrading legacy systems
506,Project Orion Integration,Visa,2023-11-15,2024-10-31,On Track,North America,Energy,Global ERP rollout
507,Project Phoenix Enhancement,Apple,2021-05-16,2021-09-30,On Track,North America,Telecom,Upgrading legacy systems
508,Project Vantage Migration,HSBC,2021-12-10,2025-06-04,Delayed,North America,Energy,Data center consolidation
509,Project Helios Analytics,Samsung,2022-09-02,2025-03-01,Completed,Africa,Insurance,Mobile app redevelopment
510,Project Vantage Expansion,Volkswagen,2022-08-14,2023-11-30,Proposed,North America,Technology,Upgrading legacy systems
511,Project Titan Migration,Apple,2022-04-10,2022-08-28,Delayed,Latin America,Automotive,E-commerce platform integration
512,Project Nova Enhancement,Deutsche Telekom,2021-04-17,2021-10-24,Cancelled,APAC,Retail,Upgrading legacy systems
513,Project Gemini Analytics,HSBC,2021-12-13,2023-09-07,On Track,Europe,Retail,Analytics dashboards
514,Project Vantage Migration,Amazon,2022-04-07,2023-02-14,Completed,Middle East,Healthcare,Analytics dashboards
515,Project Helios Analytics,Amazon,2023-06-14,2024-08-05,Cancelled,Africa,Technology,E-commerce platform integration
516,Project Atlas Enhancement,JP Morgan Chase,2020-10-11,2022-03-20,Delayed,Africa,Energy,Upgrading legacy systems
517,Project Nova Analytics,ExxonMobil,2022-08-24,2024-07-17,Proposed,Latin America,Banking,E-commerce platform integration
518,Project Phoenix Analytics,Coca-Cola,2022-08-02,2023-12-20,Delayed,APAC,Healthcare,Global ERP rollout
519,Project Atlas Enhancement,Wells Fargo,2020-07-19,2022-03-18,Cancelled,Latin America,Technology,E-commerce platform integration
520,Project Orion Migration,Repsol,2020-06-13,2025-07-23,Proposed,APAC,Energy,Mobile app redevelopment
521,Project Gemini Expansion,Volkswagen,2020-09-23,2023-10-18,On Track,Latin America,Banking,Upgrading legacy systems
522,Project Gemini Integration,Microsoft,2020-06-24,2024-02-12,Delayed,North America,Energy,Cloud migration project
523,Project Vantage Upgrade,Ford,2020-03-04,2022-04-23,Delayed,Latin America,Retail,Data center consolidation
524,Project Nova Expansion,American Express,2021-01-31,2024-03-20,Proposed,Europe,Insurance,Upgrading legacy systems
525,Project Titan Expansion,Ford,2021-08-08,2022-08-13,Delayed,Europe,Technology,E-commerce platform integration
526,Project Gemini Integration,JP Morgan Chase,2022-01-22,2025-04-19,Cancelled,APAC,Insurance,Upgrading legacy systems
527,Project Nova Integration,Novartis,2020-02-10,2022-01-25,On Track,APAC,Automotive,Core banking overhaul
528,Project Gemini Migration,Coca-Cola,2021-09-06,2025-09-19,Proposed,Middle East,Energy,Cloud migration project
529,Project Atlas Expansion,Nestle,2020-07-01,2025-10-10,On Track,Middle East,Energy,Global ERP rollout
530,Project Vantage Integration,SAP,2022-04-20,2023-10-27,Cancelled,Europe,Banking,Upgrading legacy systems
531,Project Nova Integration,IBM,2022-08-07,2025-10-23,Delayed,Middle East,Retail,Cloud migration project
532,Project Orion Enhancement,Microsoft,2023-06-05,2024-12-11,Proposed,APAC,Energy,Upgrading legacy systems
533,Project Titan Upgrade,Ford,2020-05-23,2023-12-26,Delayed,Africa,Healthcare,Data center consolidation
534,Project Atlas Analytics,Apple,2021-12-28,2025-03-16,Proposed,North America,Retail,E-commerce platform integration
535,Project Titan Expansion,HSBC,2021-02-08,2022-12-24,Completed,Africa,Technology,Upgrading legacy systems
536,Project Phoenix Enhancement,Wells Fargo,2022-08-10,2024-01-29,Delayed,Europe,Healthcare,Mobile app redevelopment
537,Project Vantage Enhancement,JP Morgan Chase,2021-05-31,2024-06-21,Delayed,Europe,Banking,Upgrading legacy systems
538,Project Vantage Expansion,HSBC,2021-10-27,2024-05-11,Delayed,Latin America,Energy,Upgrading legacy systems
539,Project Nova Integration,Ford,2023-01-26,2023-01-26,Delayed,Middle East,Insurance,Cloud migration project
540,Project Helios Integration,Visa,2021-11-30,2023-05-07,Proposed,Latin America,Automotive,Analytics dashboards
541,Project Phoenix Analytics,Microsoft,2021-11-01,2023-12-01,Cancelled,Middle East,Insurance,E-commerce platform integration
542,Project Vantage Integration,IBM,2021-05-23,2023-11-26,Delayed,Africa,Banking,Mobile app redevelopment
543,Project Orion Enhancement,Visa,2020-01-21,2022-03-12,Proposed,Middle East,Retail,Mobile app redevelopment
544,Project Titan Enhancement,Wells Fargo,2021-11-01,2022-02-24,Proposed,Middle East,Telecom,E-commerce platform integration
545,Project Phoenix Expansion,Sony,2021-02-08,2024-09-06,Cancelled,Middle East,Insurance,Global ERP rollout
546,Project Phoenix Upgrade,Vodafone,2021-03-21,2022-07-04,On Track,Europe,Telecom,Global ERP rollout
547,Project Vantage Upgrade,IBM,2023-05-06,2024-10-17,Completed,Europe,Banking,Analytics dashboards
548,Project Gemini Enhancement,Deutsche Telekom,2022-04-21,2023-10-22,Delayed,Africa,Telecom,Cloud migration project
549,Project Titan Migration,Volkswagen,2022-05-23,2022-06-20,Completed,North America,Technology,Global ERP rollout
550,Project Nova Analytics,Wells Fargo,2021-02-15,2024-02-15,Delayed,Middle East,Banking,Analytics dashboards
551,Project Orion Analytics,Visa,2023-11-07,2025-11-23,On Track,Africa,Banking,E-commerce platform integration
552,Project Vantage Analytics,Novartis,2021-06-30,2025-08-24,Cancelled,Europe,Telecom,Mobile app redevelopment
553,Project Gemini Upgrade,ExxonMobil,2023-04-05,2023-08-12,Proposed,Latin America,Banking,Cloud migration project
554,Project Orion Migration,Volkswagen,2023-10-26,2024-07-04,On Track,APAC,Healthcare,Global ERP rollout
555,Project Vantage Enhancement,JP Morgan Chase,2020-05-31,2021-09-12,Delayed,Latin America,Banking,Data center consolidation
556,Project Helios Migration,IBM,2020-06-11,2020-11-06,Proposed,Middle East,Automotive,Upgrading legacy systems
557,Project Vantage Analytics,Deutsche Telekom,2023-04-08,2024-10-03,Cancelled,APAC,Automotive,E-commerce platform integration
558,Project Titan Migration,IBM,2021-07-10,2024-11-19,Cancelled,Africa,Retail,Upgrading legacy systems
559,Project Gemini Integration,Pfizer,2020-09-16,2021-07-18,Cancelled,Latin America,Technology,Global ERP rollout
560,Project Gemini Integration,Samsung,2022-05-09,2022-08-24,Cancelled,Latin America,Technology,Core banking overhaul
561,Project Vantage Migration,Repsol,2022-02-20,2022-07-18,Completed,Africa,Banking,Global ERP rollout
562,Project Titan Integration,Visa,2022-06-06,2022-07-23,On Track,Europe,Automotive,Data center consolidation
563,Project Nova Analytics,British Telecom,2021-04-19,2023-04-07,On Track,North America,Banking,Data center consolidation
564,Project Helios Enhancement,HSBC,2021-04-21,2024-06-15,Delayed,Africa,Energy,E-commerce platform integration
565,Project Orion Migration,American Express,2022-09-03,2024-04-04,Proposed,Latin America,Automotive,Cloud migration project
566,Project Titan Analytics,Emirates,2020-02-29,2023-10-27,Completed,Latin America,Energy,E-commerce platform integration
567,Project Titan Expansion,ExxonMobil,2023-04-21,2024-06-03,Proposed,Europe,Automotive,Mobile app redevelopment
568,Project Orion Migration,Wells Fargo,2023-07-27,2024-08-02,On Track,North America,Automotive,Global ERP rollout
569,Project Gemini Integration,Apple,2023-05-02,2025-11-23,Completed,Europe,Banking,Data center consolidation
570,Project Helios Integration,Microsoft,2020-07-01,2025-06-07,On Track,Europe,Energy,Global ERP rollout
571,Project Vantage Upgrade,Emirates,2021-12-25,2025-03-22,Cancelled,APAC,Automotive,Upgrading legacy systems
572,Project Orion Migration,American Express,2022-06-02,2025-12-25,Proposed,North America,Banking,Cloud migration project
573,Project Atlas Enhancement,Nestle,2022-11-28,2024-04-03,Cancelled,APAC,Technology,Upgrading legacy systems
574,Project Phoenix Enhancement,ExxonMobil,2020-07-17,2025-06-19,Completed,Middle East,Energy,Analytics dashboards
575,Project Gemini Analytics,IBM,2023-05-30,2025-10-02,Cancelled,APAC,Technology,Cloud migration project
576,Project Atlas Analytics,Deutsche Telekom,2023-06-11,2025-03-02,Completed,Africa,Energy,Mobile app redevelopment
577,Project Helios Expansion,IBM,2021-01-29,2022-02-10,Completed,Latin America,Telecom,Data center consolidation
578,Project Phoenix Upgrade,British Telecom,2022-03-14,2023-09-26,Proposed,Europe,Healthcare,Data center consolidation
579,Project Phoenix Upgrade,JP Morgan Chase,2020-01-20,2022-05-03,On Track,North America,Insurance,Upgrading legacy systems
580,Project Orion Integration,Apple,2022-07-09,2023-03-01,Completed,APAC,Telecom,Mobile app redevelopment
581,Project Gemini Expansion,Deutsche Telekom,2020-09-25,2025-08-27,Completed,Africa,Retail,Data center consolidation
582,Project Titan Integration,Nestle,2021-02-17,2021-03-26,Proposed,Middle East,Telecom,Analytics dashboards
583,Project Orion Expansion,American Express,2022-08-09,2023-11-27,Delayed,Latin America,Energy,Mobile app redevelopment
584,Project Phoenix Analytics,Banco Santander,2021-03-04,2023-01-04,Delayed,Middle East,Energy,Upgrading legacy systems
585,Project Nova Upgrade,Volkswagen,2023-08-19,2024-12-08,On Track,Middle East,Insurance,Mobile app redevelopment
586,Project Nova Integration,Amazon,2022-08-16,2025-03-06,On Track,Europe,Energy,Data center consolidation
587,Project Vantage Enhancement,Wells Fargo,2021-05-09,2023-07-03,Delayed,Europe,Healthcare,E-commerce platform integration
588,Project Orion Integration,HSBC,2022-09-29,2024-08-08,Delayed,Europe,Automotive,Upgrading legacy systems
589,Project Phoenix Migration,Deutsche Telekom,2022-07-24,2024-07-17,Proposed,Latin America,Banking,Analytics dashboards
590,Project Vantage Analytics,Wells Fargo,2022-02-03,2025-09-25,Cancelled,North America,Banking,Core banking overhaul
591,Project Phoenix Integration,Amazon,2022-11-24,2023-06-09,Cancelled,Latin America,Healthcare,Analytics dashboards
592,Project Gemini Expansion,Nestle,2023-05-18,2024-08-14,Completed,Latin America,Retail,Mobile app redevelopment
593,Project Helios Migration,Amazon,2020-01-01,2021-03-22,Proposed,Latin America,Banking,Data center consolidation
594,Project Orion Integration,Deutsche Telekom,2023-04-13,2025-02-16,On Track,Middle East,Retail,Cloud migration project
595,Project Vantage Upgrade,Amazon,2020-11-23,2021-12-17,On Track,Middle East,Automotive,Analytics dashboards
596,Project Titan Upgrade,JP Morgan Chase,2020-03-25,2024-06-19,Cancelled,Europe,Retail,Mobile app redevelopment
597,Project Nova Enhancement,Repsol,2022-03-29,2024-04-19,On Track,Latin America,Energy,Upgrading legacy systems
598,Project Helios Enhancement,Coca-Cola,2023-06-01,2025-02-01,Cancelled,Latin America,Banking,Core banking overhaul
599,Project Gemini Analytics,American Express,2020-03-17,2020-08-13,Proposed,APAC,Healthcare,Upgrading legacy systems
600,Project Titan Upgrade,American Express,2022-10-08,2023-11-08,Cancelled,Europe,Telecom,Core banking overhaul
601,Project Helios Upgrade,IBM,2021-01-05,2023-10-12,Completed,APAC,Automotive,Data center consolidation
602,Project Helios Integration,IBM,2020-09-16,2024-02-20,Completed,North America,Technology,E-commerce platform integration
603,Project Atlas Expansion,Sony,2023-11-10,2025-10-04,Completed,Middle East,Insurance,E-commerce platform integration
604,Project Helios Integration,Banco Santander,2022-01-26,2023-10-30,Delayed,Middle East,Insurance,Mobile app redevelopment
605,Project Phoenix Upgrade,Emirates,2021-09-07,2023-06-07,Delayed,APAC,Retail,Analytics dashboards
606,Project Helios Upgrade,American Express,2023-08-10,2024-09-19,On Track,Middle East,Healthcare,Analytics dashboards
607,Project Orion Upgrade,Microsoft,2021-03-28,2025-01-12,Delayed,APAC,Banking,Core banking overhaul
608,Project Orion Analytics,American Express,2022-07-27,2025-02-07,Cancelled,Middle East,Technology,Upgrading legacy systems
609,Project Orion Migration,Coca-Cola,2023-10-10,2025-03-02,Completed,Latin America,Healthcare,Global ERP rollout
610,Project Nova Expansion,Amazon,2023-02-15,2025-10-15,Completed,Latin America,Retail,Mobile app redevelopment
611,Project Titan Expansion,SAP,2023-05-06,2023-10-11,Cancelled,APAC,Automotive,Upgrading legacy systems
612,Project Orion Analytics,AT&T,2021-05-08,2021-09-17,Cancelled,Middle East,Telecom,Data center consolidation
613,Project Atlas Enhancement,Sony,2022-01-08,2023-10-31,Proposed,APAC,Technology,E-commerce platform integration
614,Project Phoenix Integration,Visa,2023-11-23,2024-03-26,Cancelled,Middle East,Energy,Core banking overhaul
615,Project Nova Analytics,SAP,2022-12-30,2024-10-28,Proposed,APAC,Healthcare,Analytics dashboards
616,Project Phoenix Integration,ExxonMobil,2023-06-25,2023-10-15,Completed,Europe,Healthcare,Upgrading legacy systems
617,Project Gemini Migration,Volkswagen,2023-05-21,2024-01-24,Proposed,Latin America,Automotive,Global ERP rollout
618,Project Nova Upgrade,Coca-Cola,2022-04-18,2025-08-26,Completed,North America,Telecom,Analytics dashboards
619,Project Helios Upgrade,Repsol,2023-04-03,2024-10-05,On Track,North America,Technology,Global ERP rollout
620,Project Atlas Enhancement,Banco Santander,2023-05-02,2024-04-01,Completed,Latin America,Banking,Global ERP rollout
621,Project Phoenix Migration,Ford,2022-10-14,2025-08-04,Cancelled,Africa,Automotive,E-commerce platform integration
622,Project Gemini Migration,SAP,2021-05-29,2022-04-17,Delayed,Europe,Energy,Upgrading legacy systems
623,Project Vantage Enhancement,Sony,2022-08-29,2024-11-28,Proposed,North America,Energy,E-commerce platform integration
624,Project Gemini Migration,ExxonMobil,2022-10-23,2025-03-06,Proposed,Latin America,Retail,Core banking overhaul
625,Project Phoenix Analytics,Ford,2022-01-21,2023-01-03,Delayed,Africa,Telecom,Analytics dashboards
626,Project Phoenix Integration,IBM,2020-08-09,2020-09-24,Proposed,Middle East,Technology,Data center consolidation
627,Project Nova Expansion,AT&T,2023-03-17,2025-11-04,Completed,Latin America,Insurance,Global ERP rollout
628,Project Vantage Upgrade,Apple,2023-12-10,2024-09-17,Cancelled,Europe,Insurance,Data center consolidation
629,Project Vantage Migration,AT&T,2021-11-28,2025-09-18,Delayed,Middle East,Retail,Data center consolidation
630,Project Gemini Analytics,Samsung,2020-01-18,2021-08-30,Delayed,APAC,Banking,Data center consolidation
631,Project Helios Integration,IBM,2021-09-13,2025-10-23,Cancelled,Africa,Telecom,Cloud migration project
632,Project Phoenix Enhancement,Visa,2022-02-19,2022-03-17,Delayed,Latin America,Technology,Core banking overhaul
633,Project Orion Enhancement,Walmart,2022-04-27,2025-04-20,Proposed,North America,Telecom,E-commerce platform integration
634,Project Atlas Migration,Sony,2021-02-09,2025-10-15,On Track,APAC,Automotive,Analytics dashboards
635,Project Orion Analytics,AT&T,2022-05-14,2023-05-16,Delayed,Europe,Automotive,Upgrading legacy systems
636,Project Titan Enhancement,Emirates,2023-05-27,2023-07-04,On Track,Africa,Healthcare,Upgrading legacy systems
637,Project Vantage Integration,British Telecom,2021-05-14,2021-08-23,Completed,Latin America,Energy,Upgrading legacy systems
638,Project Vantage Enhancement,Sony,2023-04-03,2024-11-19,Cancelled,Latin America,Retail,Analytics dashboards
639,Project Phoenix Migration,Walmart,2021-03-16,2021-05-27,Proposed,Middle East,Healthcare,Mobile app redevelopment
640,Project Phoenix Migration,Amazon,2021-01-10,2021-06-05,Completed,Middle East,Energy,Data center consolidation
641,Project Atlas Expansion,Amazon,2023-07-24,2024-09-19,Completed,Middle East,Telecom,Core banking overhaul
642,Project Helios Migration,British Telecom,2020-08-30,2025-02-02,Delayed,Latin America,Energy,Core banking overhaul
643,Project Orion Enhancement,Pfizer,2023-07-26,2025-05-25,Delayed,Latin America,Technology,Analytics dashboards
644,Project Helios Integration,JP Morgan Chase,2020-12-24,2024-09-30,On Track,Africa,Banking,Analytics dashboards
645,Project Helios Upgrade,Volkswagen,2021-02-15,2024-07-13,On Track,North America,Technology,E-commerce platform integration
646,Project Orion Expansion,ExxonMobil,2021-09-13,2023-10-08,Completed,Latin America,Retail,Global ERP rollout
647,Project Titan Enhancement,Banco Santander,2020-11-22,2025-03-14,Cancelled,APAC,Automotive,Analytics dashboards
648,Project Nova Upgrade,Sony,2020-08-18,2022-09-11,On Track,Latin America,Banking,Global ERP rollout
649,Project Phoenix Enhancement,IBM,2023-08-22,2023-10-27,Cancelled,Middle East,Retail,Upgrading legacy systems
650,Project Vantage Analytics,Wells Fargo,2022-03-30,2023-11-15,Cancelled,Africa,Energy,Global ERP rollout
651,Project Nova Expansion,Sony,2021-11-17,2025-10-03,On Track,Africa,Automotive,Upgrading legacy systems
652,Project Titan Migration,JP Morgan Chase,2021-03-15,2023-07-08,Completed,APAC,Telecom,E-commerce platform integration
653,Project Titan Expansion,Coca-Cola,2020-03-04,2024-05-08,On Track,Europe,Energy,E-commerce platform integration
654,Project Orion Upgrade,SAP,2023-04-27,2025-12-09,Completed,Latin America,Energy,E-commerce platform integration
655,Project Gemini Enhancement,SAP,2023-01-11,2024-02-16,On Track,Middle East,Banking,Cloud migration project
656,Project Titan Migration,JP Morgan Chase,2021-05-10,2021-07-08,Delayed,Latin America,Banking,Mobile app redevelopment
657,Project Gemini Integration,Amazon,2022-05-09,2025-03-18,Delayed,Europe,Technology,Global ERP rollout
658,Project Orion Expansion,Apple,2021-02-23,2024-05-30,Cancelled,Middle East,Banking,Upgrading legacy systems
659,Project Vantage Integration,Microsoft,2020-03-27,2024-03-18,Proposed,North America,Banking,Analytics dashboards
660,Project Vantage Analytics,Amazon,2021-04-04,2025-08-21,On Track,Latin America,Healthcare,E-commerce platform integration
661,Project Phoenix Expansion,Vodafone,2023-07-02,2024-06-13,Cancelled,Europe,Retail,Core banking overhaul
662,Project Orion Enhancement,Deutsche Telekom,2023-08-26,2025-08-07,Cancelled,APAC,Telecom,Analytics dashboards
663,Project Nova Analytics,Microsoft,2022-11-01,2024-07-27,Proposed,Europe,Energy,E-commerce platform integration
664,Project Phoenix Enhancement,Ford,2023-01-02,2023-12-02,Cancelled,Latin America,Retail,E-commerce platform integration
665,Project Gemini Integration,IBM,2021-12-21,2024-01-28,Completed,APAC,Energy,Upgrading legacy systems
666,Project Titan Enhancement,American Express,2022-11-12,2023-06-13,On Track,APAC,Banking,Cloud migration project
667,Project Atlas Enhancement,Sony,2021-05-15,2022-07-31,Cancelled,Europe,Automotive,Analytics dashboards
668,Project Nova Upgrade,AT&T,2023-11-11,2024-11-16,Cancelled,North America,Technology,Global ERP rollout
669,Project Atlas Analytics,Volkswagen,2022-04-09,2024-12-25,Delayed,Europe,Telecom,Analytics dashboards
670,Project Atlas Enhancement,AT&T,2022-12-02,2023-05-30,On Track,Africa,Automotive,Analytics dashboards
671,Project Atlas Integration,AT&T,2023-12-20,2024-05-24,Delayed,APAC,Insurance,Core banking overhaul
672,Project Nova Migration,Sony,2022-02-12,2023-08-17,Completed,APAC,Automotive,Global ERP rollout
673,Project Atlas Migration,JP Morgan Chase,2020-06-02,2023-06-22,Cancelled,APAC,Healthcare,E-commerce platform integration
674,Project Phoenix Upgrade,Amazon,2021-04-15,2023-03-18,Delayed,Europe,Energy,Mobile app redevelopment
675,Project Atlas Analytics,JP Morgan Chase,2021-01-10,2022-03-27,Cancelled,North America,Telecom,Mobile app redevelopment
676,Project Atlas Integration,Pfizer,2022-03-19,2022-10-15,Proposed,Europe,Energy,Mobile app redevelopment
677,Project Titan Upgrade,Visa,2023-03-20,2024-10-31,Completed,Africa,Energy,Upgrading legacy systems
678,Project Orion Expansion,Visa,2021-05-12,2023-06-29,On Track,Africa,Automotive,Cloud migration project
679,Project Vantage Analytics,American Express,2022-07-23,2022-12-10,On Track,Middle East,Banking,Global ERP rollout
680,Project Atlas Enhancement,Novartis,2021-10-28,2025-05-28,On Track,North America,Energy,Upgrading legacy systems
681,Project Nova Integration,Wells Fargo,2022-08-04,2025-11-14,On Track,Middle East,Energy,Upgrading legacy systems
682,Project Helios Expansion,British Telecom,2023-04-23,2025-05-30,Completed,North America,Energy,Mobile app redevelopment
683,Project Nova Migration,Ford,2021-02-01,2021-07-19,Completed,North America,Telecom,Upgrading legacy systems
684,Project Titan Analytics,Nestle,2023-03-04,2025-11-25,Cancelled,Africa,Telecom,Mobile app redevelopment
685,Project Atlas Migration,Amazon,2023-01-03,2024-05-12,Delayed,APAC,Banking,Core banking overhaul
686,Project Titan Analytics,Walmart,2022-05-01,2022-07-29,Completed,Africa,Healthcare,E-commerce platform integration
687,Project Nova Analytics,AT&T,2020-06-19,2020-12-07,On Track,APAC,Technology,Upgrading legacy systems
688,Project Vantage Enhancement,Samsung,2020-09-16,2022-11-15,Proposed,APAC,Retail,E-commerce platform integration
689,Project Helios Expansion,Volkswagen,2020-03-23,2023-10-14,On Track,APAC,Technology,E-commerce platform integration
690,Project Gemini Integration,Microsoft,2021-03-16,2024-11-06,Delayed,Europe,Technology,Global ERP rollout
691,Project Helios Analytics,Walmart,2021-05-03,2021-09-10,Delayed,Africa,Healthcare,Global ERP rollout
692,Project Orion Upgrade,Apple,2021-08-14,2022-06-22,Proposed,Middle East,Retail,Cloud migration project
693,Project Atlas Integration,Vodafone,2022-07-24,2024-11-09,On Track,APAC,Retail,Upgrading legacy systems
694,Project Phoenix Upgrade,American Express,2023-08-27,2024-03-25,Proposed,Africa,Retail,Cloud migration project
695,Project Helios Upgrade,Volkswagen,2022-08-09,2025-10-26,Delayed,Africa,Retail,Data center consolidation
696,Project Titan Analytics,IBM,2023-04-28,2024-10-11,Cancelled,Latin America,Retail,Data center consolidation
697,Project Helios Migration,Repsol,2021-06-18,2024-10-26,Cancelled,Middle East,Insurance,Global ERP rollout
698,Project Atlas Upgrade,Emirates,2020-05-26,2021-08-10,Proposed,North America,Banking,Upgrading legacy systems
699,Project Helios Integration,HSBC,2022-02-05,2025-05-10,Cancelled,Latin America,Retail,E-commerce platform integration
700,Project Vantage Integration,American Express,2023-06-06,2024-05-19,Cancelled,Europe,Technology,Cloud migration project
701,Project Atlas Migration,Samsung,2020-06-22,2021-06-25,Proposed,Africa,Insurance,Upgrading legacy systems
702,Project Orion Upgrade,ExxonMobil,2022-12-30,2024-01-27,Delayed,North America,Banking,Data center consolidation
703,Project Vantage Analytics,Banco Santander,2020-05-04,2024-06-20,Proposed,APAC,Energy,Mobile app redevelopment
704,Project Gemini Integration,Banco Santander,2022-08-02,2022-10-26,Completed,Middle East,Technology,Mobile app redevelopment
705,Project Nova Upgrade,Walmart,2020-10-22,2021-06-21,Delayed,North America,Telecom,Core banking overhaul
706,Project Atlas Expansion,Volkswagen,2020-11-17,2024-08-01,Cancelled,Europe,Automotive,E-commerce platform integration
707,Project Titan Enhancement,Repsol,2020-03-20,2020-12-01,Cancelled,Latin America,Retail,Cloud migration project
708,Project Phoenix Migration,Novartis,2023-11-10,2025-11-20,Proposed,Middle East,Insurance,Cloud migration project
709,Project Titan Expansion,Sony,2022-12-14,2023-04-03,Proposed,Latin America,Banking,Data center consolidation
710,Project Phoenix Analytics,Pfizer,2020-01-12,2022-07-25,Proposed,Africa,Healthcare,E-commerce platform integration
711,Project Atlas Analytics,HSBC,2023-11-11,2025-06-22,Completed,North America,Automotive,Core banking overhaul
712,Project Helios Migration,Visa,2021-08-31,2022-08-07,Delayed,Latin America,Automotive,Cloud migration project
713,Project Vantage Enhancement,SAP,2022-05-08,2023-06-03,Delayed,North America,Telecom,Cloud migration project
714,Project Titan Expansion,AT&T,2022-07-15,2025-02-09,Delayed,North America,Insurance,Cloud migration project
715,Project Helios Upgrade,Vodafone,2020-10-28,2025-06-10,On Track,Europe,Telecom,Analytics dashboards
716,Project Nova Enhancement,Emirates,2021-04-29,2025-02-13,Completed,APAC,Banking,Data center consolidation
717,Project Phoenix Migration,ExxonMobil,2022-01-12,2022-10-27,Completed,North America,Healthcare,Cloud migration project
718,Project Gemini Integration,British Telecom,2023-04-08,2024-07-24,Cancelled,North America,Banking,Core banking overhaul
719,Project Gemini Expansion,Samsung,2022-07-27,2024-01-31,Completed,Middle East,Energy,Data center consolidation
720,Project Vantage Enhancement,Wells Fargo,2023-02-24,2023-08-17,Proposed,Latin America,Technology,Upgrading legacy systems
721,Project Nova Integration,Samsung,2022-08-08,2022-12-24,Completed,APAC,Telecom,Cloud migration project
722,Project Orion Analytics,Sony,2020-10-12,2025-11-20,Cancelled,Europe,Banking,Cloud migration project
723,Project Gemini Integration,Vodafone,2023-01-22,2025-01-24,On Track,Africa,Healthcare,E-commerce platform integration
724,Project Nova Analytics,HSBC,2021-07-16,2025-06-03,Proposed,Europe,Banking,E-commerce platform integration
725,Project Phoenix Migration,Banco Santander,2023-08-15,2024-11-22,Delayed,Africa,Insurance,Analytics dashboards
726,Project Orion Integration,Novartis,2020-03-27,2024-04-26,Delayed,Africa,Telecom,Global ERP rollout
727,Project Helios Migration,Wells Fargo,2023-10-28,2025-11-07,Completed,Europe,Telecom,E-commerce platform integration
728,Project Helios Expansion,Apple,2020-05-28,2020-06-17,Cancelled,APAC,Insurance,E-commerce platform integration
729,Project Helios Expansion,Amazon,2022-02-04,2022-04-20,Completed,Africa,Automotive,E-commerce platform integration
730,Project Titan Upgrade,ExxonMobil,2023-11-01,2024-08-11,Proposed,Middle East,Healthcare,Analytics dashboards
731,Project Gemini Analytics,British Telecom,2023-09-09,2024-03-25,Delayed,Latin America,Banking,Data center consolidation
732,Project Nova Integration,Wells Fargo,2021-04-03,2023-12-25,On Track,Middle East,Telecom,Cloud migration project
733,Project Atlas Migration,British Telecom,2021-08-25,2023-02-14,Proposed,North America,Banking,Mobile app redevelopment
734,Project Vantage Migration,Visa,2021-12-05,2024-05-31,Completed,Latin America,Healthcare,E-commerce platform integration
735,Project Vantage Migration,HSBC,2023-02-25,2023-09-05,Delayed,Latin America,Retail,Core banking overhaul
736,Project Helios Enhancement,Vodafone,2023-08-27,2023-10-08,Delayed,Europe,Banking,Cloud migration project
737,Project Orion Analytics,HSBC,2022-08-20,2025-08-20,Completed,Africa,Retail,Cloud migration project
738,Project Orion Expansion,Repsol,2020-12-01,2021-08-16,Delayed,North America,Retail,Analytics dashboards
739,Project Orion Upgrade,Sony,2023-02-20,2024-04-29,Proposed,North America,Banking,Mobile app redevelopment
740,Project Vantage Expansion,Nestle,2020-02-02,2022-01-01,Delayed,APAC,Healthcare,Cloud migration project
741,Project Atlas Migration,Ford,2021-10-18,2023-01-27,On Track,Africa,Telecom,Global ERP rollout
742,Project Orion Enhancement,Vodafone,2021-06-27,2024-07-28,On Track,Europe,Technology,Cloud migration project
743,Project Phoenix Enhancement,Banco Santander,2022-08-20,2023-05-19,On Track,Africa,Insurance,Mobile app redevelopment
744,Project Atlas Integration,Sony,2021-07-21,2023-11-20,Proposed,North America,Telecom,Mobile app redevelopment
745,Project Phoenix Upgrade,Microsoft,2022-01-10,2025-12-28,Proposed,Africa,Energy,Data center consolidation
746,Project Gemini Expansion,Microsoft,2021-01-07,2025-03-19,Cancelled,North America,Insurance,Core banking overhaul
747,Project Gemini Analytics,Banco Santander,2020-07-23,2024-10-28,Cancelled,Middle East,Telecom,E-commerce platform integration
748,Project Atlas Analytics,ExxonMobil,2022-03-30,2023-11-26,Completed,APAC,Retail,Global ERP rollout
749,Project Atlas Analytics,Volkswagen,2022-01-19,2025-07-08,Completed,APAC,Technology,Global ERP rollout
750,Project Titan Expansion,Amazon,2021-05-13,2022-03-12,Proposed,Europe,Healthcare,Mobile app redevelopment
751,Project Vantage Upgrade,Novartis,2023-01-07,2024-06-07,Completed,Latin America,Insurance,Analytics dashboards
752,Project Vantage Enhancement,American Express,2020-02-17,2024-08-22,Delayed,Middle East,Healthcare,E-commerce platform integration
753,Project Titan Upgrade,Walmart,2020-09-13,2021-03-06,Cancelled,Europe,Insurance,Core banking overhaul
754,Project Helios Integration,Vodafone,2023-04-15,2024-06-18,Cancelled,APAC,Retail,Mobile app redevelopment
755,Project Atlas Migration,British Telecom,2021-10-03,2021-12-08,On Track,Middle East,Retail,Upgrading legacy systems
756,Project Phoenix Expansion,Novartis,2021-06-08,2022-01-30,Completed,Middle East,Telecom,Global ERP rollout
